symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260618C00057000,2.97,303,A,0.22,1053,A,A,2025-11-19T19:03:22.974245975Z,2026-06-18,57000,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,,,,,,,,,0.485,0.2248,0.0206,0.042,-0.0111,0.0899
BTC260320C00040000,5.37,252,A,3.22,665,A,A,2025-11-19T19:03:45.169249632Z,2026-03-20,40000,5.31,5.5,5.31,3.0,5.5,2025-11-19T05:00:00Z,11.0,5.392727,f,5.31,2.0,2025-11-19T16:34:16.555808759Z,I,5.31,5.31,5.31,1.0,5.31,2025-11-19T16:34:00Z,2.0,5.31,5.82,5.82,5.82,1.0,5.82,2025-11-18T05:00:00Z,1.0,5.82,0.4783,0.5527,0.0364,0.058,-0.0196,0.0898
BTC251219P00060000,22.1,15,Z,18.52,21,E,A,2025-11-19T19:03:23.527515995Z,2025-12-19,60000,12.5,12.5,12.5,1.0,12.5,2025-10-21T04:00:00Z,1.0,12.5,g,12.5,1.0,2025-10-21T13:40:03.531830166Z,C,12.5,12.5,12.5,1.0,12.5,2025-10-21T13:40:00Z,1.0,12.5,13.0,13.0,13.0,1.0,13.0,2025-10-16T04:00:00Z,1.0,13.0,,,,,,
BTC270115P00050000,15.95,13,U,12.65,21,A, ,2025-11-19T19:00:27.012923967Z,2027-01-15,50000,11.84,11.84,11.84,1.0,11.84,2025-11-06T05:00:00Z,1.0,11.84,g,11.84,1.0,2025-11-06T15:20:15.288428062Z,C,11.84,11.84,11.84,1.0,11.84,2025-11-06T15:20:00Z,1.0,11.84,11.9,11.9,11.9,1.0,11.9,2025-11-04T05:00:00Z,1.0,11.9,0.508,-0.535,0.0184,-0.4093,-0.0068,0.1685
BTC270115C00028000,18.84,14,M,14.38,14,E,A,2025-11-19T19:03:03.097976105Z,2027-01-15,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652,0.815,0.0097,0.1796,-0.0102,0.1132
BTC251219C00074000,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:44.802802251Z,2025-12-19,74000,0.6,0.6,0.6,1.0,0.6,2025-10-10T04:00:00Z,2.0,0.6,I,0.6,2.0,2025-10-10T18:03:06.748964128Z,A,0.6,0.6,0.6,1.0,0.6,2025-10-10T18:03:00Z,2.0,0.6,0.7,0.7,0.7,1.0,0.7,2025-10-02T04:00:00Z,2.0,0.7,,,,,,
BTC280121P00051000,20.04,21,S,15.7,16,E,A,2025-11-19T19:03:02.494192171Z,2028-01-21,51000,12.55,12.55,12.55,2.0,12.55,2025-09-22T04:00:00Z,20.0,12.55,f,12.55,10.0,2025-09-22T19:01:37.008018842Z,M,12.55,12.55,12.55,2.0,12.55,2025-09-22T19:01:00Z,20.0,12.55,11.94,11.94,11.94,1.0,11.94,2025-09-16T04:00:00Z,1.0,11.94,0.5425,-0.4335,0.0125,-0.7597,-0.0047,0.2287
BTC251121P00059000,19.56,26,C,17.87,51,S,A,2025-11-19T19:03:38.534888035Z,2025-11-21,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320P00070000,31.28,19,Z,28.45,20,Z, ,2025-11-19T18:53:04.30027193Z,2026-03-20,70000,27.1,27.1,27.1,1.0,27.1,2025-11-14T05:00:00Z,5.0,27.1,a,27.1,5.0,2025-11-14T17:15:27.150361791Z,X,27.1,27.1,27.1,1.0,27.1,2025-11-14T17:15:00Z,5.0,27.1,22.85,22.85,22.85,1.0,22.85,2025-10-30T04:00:00Z,5.0,22.85,0.5222,-0.9569,0.0077,-0.2241,0.0026,0.0208
BTC251219C00040000,2.43,34,E,2.07,15,E,A,2025-11-19T19:03:41.873585027Z,2025-12-19,40000,2.38,3.1,2.38,5.0,2.6,2025-11-19T05:00:00Z,17.0,2.451765,f,2.38,1.0,2025-11-19T16:46:12.497450274Z,I,2.38,2.38,2.38,1.0,2.38,2025-11-19T16:46:00Z,1.0,2.38,3.2,3.3,2.8,16.0,3.2,2025-11-18T05:00:00Z,49.0,3.159592,0.5428,0.5032,0.065,0.0145,-0.0427,0.0451
BTC270115P00061000,25.82,12,E,21.16,13,E,A,2025-11-19T19:03:07.163495454Z,2027-01-15,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5598,-0.6394,0.0158,-0.5632,-0.0059,0.1587
BTC251219C00032000,9.27,660,A,7.58,211,A,A,2025-11-19T19:03:29.933102185Z,2025-12-19,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8393,0.842,0.0254,0.0204,-0.0409,0.0273
BTC270115C00050000,8.0,20,U,4.98,19,U, ,2025-11-19T19:00:35.277461436Z,2027-01-15,50000,6.57,6.57,6.56,2.0,6.56,2025-11-19T05:00:00Z,2.0,6.565,g,6.57,1.0,2025-11-19T16:39:36.515955375Z,C,6.57,6.57,6.56,2.0,6.56,2025-11-19T16:39:00Z,2.0,6.565,6.8,7.63,6.8,8.0,7.29,2025-11-17T05:00:00Z,30.0,7.383,0.5544,0.487,0.017,0.147,-0.0123,0.1691
BTC260116C00063000,0.73,301,A,0.0,0,?,A,2025-11-19T19:00:39.922850046Z,2026-01-16,63000,0.64,0.64,0.64,1.0,0.64,2025-11-05T05:00:00Z,1.0,0.64,a,0.64,1.0,2025-11-05T20:13:44.271360995Z,X,0.64,0.64,0.64,1.0,0.64,2025-11-05T20:13:00Z,1.0,0.64,1.95,1.95,1.95,1.0,1.95,2025-10-14T04:00:00Z,1.0,1.95,,,,,,
BTC260116C00020000,20.75,318,X,19.02,16,U, ,2025-11-19T19:02:05.739727879Z,2026-01-16,20000,21.1,21.1,21.1,1.0,21.1,2025-11-19T05:00:00Z,2.0,21.1,I,21.1,2.0,2025-11-19T17:10:24.858003488Z,T,21.1,21.1,21.1,1.0,21.1,2025-11-19T17:10:00Z,2.0,21.1,30.2,30.2,30.2,1.0,30.2,2025-09-22T04:00:00Z,1.0,30.2,,,,,,
BTC260116C00054000,0.78,263,A,0.03,43,B,A,2025-11-19T19:03:01.055552101Z,2026-01-16,54000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,4.0,0.42,a,0.42,4.0,2025-11-19T14:35:04.922374863Z,X,0.42,0.42,0.42,1.0,0.42,2025-11-19T14:35:00Z,4.0,0.42,0.5,0.5,0.42,3.0,0.42,2025-11-18T05:00:00Z,4.0,0.46,0.5646,0.1046,0.0204,0.0059,-0.0143,0.0285
BTC280121P00080000,42.29,12,E,40.25,10,U,A,2025-11-19T19:01:42.817483962Z,2028-01-21,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5976,-0.6109,0.011,-1.4201,-0.0025,0.2229
BTC251121P00065000,26.27,55,A,23.65,40,X, ,2025-11-19T19:00:27.017319528Z,2025-11-21,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320P00041000,5.58,15,E,4.18,648,X,A,2025-11-19T19:02:58.449147176Z,2026-03-20,41000,4.9,4.9,4.9,1.0,4.9,2025-11-17T05:00:00Z,1.0,4.9,I,4.9,1.0,2025-11-17T19:37:13.087077899Z,J,4.9,4.9,4.9,1.0,4.9,2025-11-17T19:37:00Z,1.0,4.9,3.28,3.28,3.08,2.0,3.08,2025-11-04T05:00:00Z,10.0,3.18,0.4742,-0.4837,0.037,-0.0794,-0.0152,0.0905
BTC251219C00048000,0.47,21,C,0.0,0,?,A,2025-11-19T19:03:21.230751957Z,2025-12-19,48000,0.3,0.42,0.26,5.0,0.4,2025-11-19T05:00:00Z,12.0,0.341667,g,0.3,1.0,2025-11-19T18:32:24.403206064Z,C,0.3,0.3,0.3,1.0,0.3,2025-11-19T18:32:00Z,1.0,0.3,0.5,0.55,0.45,12.0,0.49,2025-11-18T05:00:00Z,79.0,0.505443,,,,,,
BTC260618C00040000,7.7,559,A,6.33,13,E,A,2025-11-19T19:03:33.410654914Z,2026-06-18,40000,7.14,7.14,7.14,1.0,7.14,2025-11-19T05:00:00Z,1.0,7.14,a,7.14,1.0,2025-11-19T15:21:58.34936815Z,X,7.14,7.14,7.14,1.0,7.14,2025-11-19T15:21:00Z,1.0,7.14,7.7,7.7,7.7,1.0,7.7,2025-11-18T05:00:00Z,1.0,7.7,0.581,0.5939,0.0223,0.0949,-0.0177,0.1163
BTC280121C00035000,17.78,7,U,13.16,11,E,A,2025-11-19T19:03:51.716247964Z,2028-01-21,35000,20.0,20.8,20.0,2.0,20.8,2025-11-04T05:00:00Z,4.0,20.6,I,19.65,1.0,2025-11-04T17:10:34.471051181Z,X,20.0,20.0,20.0,1.0,20.0,2025-11-04T17:10:00Z,1.0,20.0,21.7,21.7,21.5,3.0,21.6,2025-11-03T05:00:00Z,4.0,21.625,0.572,0.7414,0.0097,0.2992,-0.008,0.188
BTC260618C00059000,2.74,488,A,1.33,222,A,A,2025-11-19T19:03:42.492917873Z,2026-06-18,59000,4.4,4.4,4.4,1.0,4.4,2025-11-04T05:00:00Z,2.0,4.4,I,4.34,2.0,2025-11-04T20:36:59.470520755Z,A,4.4,4.4,4.4,1.0,4.4,2025-11-04T20:36:00Z,2.0,4.4,,,,,,,,,0.5606,0.2478,0.0188,0.0447,-0.0134,0.0948
BTC251219C00063000,0.73,488,A,0.07,1,U,A,2025-11-19T19:01:45.452589179Z,2025-12-19,63000,1.39,1.39,1.39,1.0,1.39,2025-10-10T04:00:00Z,1.0,1.39,a,1.39,1.0,2025-10-10T18:52:05.546368928Z,X,1.39,1.39,1.39,1.0,1.39,2025-10-10T18:52:00Z,1.0,1.39,2.17,2.17,2.17,1.0,2.17,2025-10-08T04:00:00Z,1.0,2.17,,,,,,
BTC251121P00038000,0.52,25,A,0.32,23,U,A,2025-11-19T19:03:14.049872765Z,2025-11-21,38000,0.55,1.0,0.55,2.0,1.0,2025-11-19T05:00:00Z,2.0,0.775,g,0.52,1.0,2025-11-19T17:40:33.225130132Z,C,0.55,0.55,0.55,1.0,0.55,2025-11-19T17:40:00Z,1.0,0.55,,,,,,,,,0.856,-0.2669,0.1315,-0.0006,-0.2042,0.0096
BTC251121P00047000,7.91,20,U,5.83,47,C, ,2025-11-19T19:01:42.819113547Z,2025-11-21,47000,6.4,6.69,6.4,2.0,6.69,2025-11-18T05:00:00Z,2.0,6.545,f,6.4,1.0,2025-11-18T15:39:35.448217513Z,W,6.4,6.4,6.4,1.0,6.4,2025-11-18T15:39:00Z,1.0,6.4,5.46,5.46,5.04,5.0,5.04,2025-11-17T05:00:00Z,9.0,5.211111,,,,,,
BTC280121C00047000,13.92,7,S,8.92,11,E,A,2025-11-19T19:03:46.098659845Z,2028-01-21,47000,15.0,15.0,15.0,1.0,15.0,2025-11-04T05:00:00Z,10.0,15.0,I,15.0,10.0,2025-11-04T17:10:23.848790048Z,J,15.0,15.0,15.0,1.0,15.0,2025-11-04T17:10:00Z,10.0,15.0,17.0,17.0,17.0,1.0,17.0,2025-11-03T05:00:00Z,10.0,17.0,0.5673,0.6155,0.0116,0.2793,-0.0091,0.2221
BTC251121C00041000,0.37,24,M,0.18,16,U, ,2025-11-19T19:02:05.740927199Z,2025-11-21,41000,0.28,0.75,0.27,12.0,0.65,2025-11-19T05:00:00Z,62.0,0.365,g,0.28,1.0,2025-11-19T18:46:11.961061652Z,A,0.28,0.28,0.28,1.0,0.28,2025-11-19T18:46:00Z,1.0,0.28,1.02,1.12,0.65,12.0,0.95,2025-11-18T05:00:00Z,24.0,0.964583,0.699,0.2359,0.1509,0.0005,-0.1581,0.009
BTC260116P00068000,29.95,10,I,26.46,20,B, ,2025-11-19T18:57:26.599778774Z,2026-01-16,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,-0.9803,0.0049,-0.1063,0.0031,0.0075
BTC251219P00064000,25.4,18,Z,22.68,20,B, ,2025-11-19T19:00:05.195792414Z,2025-12-19,64000,21.12,21.12,21.12,1.0,21.12,2025-11-14T05:00:00Z,1.0,21.12,n,21.12,1.0,2025-11-14T15:39:18.883687798Z,I,21.12,21.12,21.12,1.0,21.12,2025-11-14T15:39:00Z,1.0,21.12,13.26,13.26,13.26,1.0,13.26,2025-08-14T04:00:00Z,1.0,13.26,,,,,,
BTC260618C00065000,3.35,637,X,0.03,1086,A,A,2025-11-19T19:03:20.089747531Z,2026-06-18,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598,0.2049,0.0158,0.0369,-0.0127,0.0852
BTC251121C00039000,1.93,666,X,0.87,35,C,A,2025-11-19T19:03:15.930881163Z,2025-11-21,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0036,0.5758,0.1337,0.0012,-0.2893,0.0114
BTC251121C00048000,0.17,18,U,0.0,0,?,A,2025-11-19T19:01:42.974743563Z,2025-11-21,48000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,2.0,0.05,I,0.05,2.0,2025-11-19T16:56:52.461112994Z,U,0.05,0.05,0.05,1.0,0.05,2025-11-19T16:56:00Z,2.0,0.05,0.04,0.1,0.04,6.0,0.1,2025-11-18T05:00:00Z,60.0,0.046,,,,,,
BTC260618P00049000,12.62,137,B,10.2,361,X, ,2025-11-19T19:02:05.740325634Z,2026-06-18,49000,7.55,7.55,7.55,1.0,7.55,2025-11-03T05:00:00Z,1.0,7.55,g,7.55,1.0,2025-11-03T15:58:01.079681813Z,C,7.55,7.55,7.55,1.0,7.55,2025-11-03T15:58:00Z,1.0,7.55,,,,,,,,,0.4755,-0.6406,0.0262,-0.212,-0.0089,0.1121
BTC251219P00030000,0.52,35,E,0.0,0,?, ,2025-11-19T19:01:06.05886683Z,2025-12-19,30000,0.2,0.2,0.2,1.0,0.2,2025-11-19T05:00:00Z,1.0,0.2,a,0.2,1.0,2025-11-19T16:13:20.502352886Z,X,0.2,0.2,0.2,1.0,0.2,2025-11-19T16:13:00Z,1.0,0.2,1.82,1.82,1.82,1.0,1.82,2025-08-07T04:00:00Z,1.0,1.82,,,,,,
BTC280121C00049000,13.34,13,U,9.32,22,E,A,2025-11-19T19:03:39.629622041Z,2028-01-21,49000,17.57,17.57,17.57,1.0,17.57,2025-10-20T04:00:00Z,1.0,17.57,g,17.57,1.0,2025-10-20T16:11:08.70406933Z,C,17.57,17.57,17.57,1.0,17.57,2025-10-20T16:11:00Z,1.0,17.57,15.4,15.41,15.4,6.0,15.4,2025-10-14T04:00:00Z,8.0,15.40125,0.5869,0.6042,0.0113,0.2715,-0.0094,0.224
BTC270115P00072000,35.14,12,E,30.89,12,E,A,2025-11-19T19:03:03.818663867Z,2027-01-15,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.588,-0.7165,0.0136,-0.7084,-0.0042,0.1436
BTC251219C00049000,0.38,20,E,0.0,0,?,A,2025-11-19T19:03:16.023501634Z,2025-12-19,49000,0.4,0.4,0.05,3.0,0.05,2025-11-19T05:00:00Z,4.0,0.2125,f,0.4,1.0,2025-11-19T15:47:10.574394921Z,X,0.4,0.4,0.4,1.0,0.4,2025-11-19T15:47:00Z,1.0,0.4,0.35,0.41,0.35,2.0,0.41,2025-11-18T05:00:00Z,2.0,0.38,,,,,,
BTC260320C00056000,1.52,246,A,0.78,23,U,A,2025-11-19T19:03:10.902068004Z,2026-03-20,56000,3.25,3.25,3.25,1.0,3.25,2025-11-03T05:00:00Z,5.0,3.25,a,3.25,5.0,2025-11-03T14:55:36.35836558Z,X,3.25,3.25,3.25,1.0,3.25,2025-11-03T14:55:00Z,5.0,3.25,4.57,4.57,4.57,1.0,4.57,2025-10-15T04:00:00Z,1.0,4.57,0.5625,0.1891,0.0212,0.0209,-0.0149,0.0614
BTC270115C00052000,7.75,30,A,4.059,22,A,A,2025-11-19T19:03:52.656936004Z,2027-01-15,52000,7.77,7.78,7.77,2.0,7.78,2025-11-14T05:00:00Z,2.0,7.775,f,7.77,1.0,2025-11-14T19:06:21.166388716Z,J,7.77,7.78,7.77,2.0,7.78,2025-11-14T19:06:00Z,2.0,7.775,14.4,14.4,14.4,1.0,14.4,2025-10-13T04:00:00Z,1.0,14.4,0.5487,0.4579,0.0171,0.1405,-0.0121,0.1682
BTC270115P00030000,4.07,13,E,2.16,22,E,A,2025-11-19T19:03:29.308538709Z,2027-01-15,30000,3.4,3.4,3.18,3.0,3.18,2025-11-17T05:00:00Z,3.0,3.3,a,3.4,1.0,2025-11-17T19:29:01.728381139Z,X,3.4,3.4,3.4,1.0,3.4,2025-11-17T19:29:00Z,1.0,3.4,3.2,3.2,3.2,2.0,3.2,2025-11-14T05:00:00Z,6.0,3.2,0.5029,-0.1975,0.013,-0.1261,-0.006,0.1178
BTC260320P00040000,5.05,15,E,4.48,15,E, ,2025-11-19T19:00:27.014371919Z,2026-03-20,40000,4.75,4.77,4.64,5.0,4.64,2025-11-19T05:00:00Z,9.0,4.718889,a,4.75,4.0,2025-11-19T17:59:10.783358255Z,X,4.75,4.75,4.75,1.0,4.75,2025-11-19T17:59:00Z,4.0,4.75,4.0,4.0,4.0,1.0,4.0,2025-11-18T05:00:00Z,12.0,4.0,0.5245,-0.4418,0.0331,-0.0736,-0.0171,0.0896
BTC270115P00052000,17.52,13,E,13.78,19,A, ,2025-11-19T19:00:27.015675345Z,2027-01-15,52000,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73,0.5027,-0.5663,0.0185,-0.4392,-0.0063,0.1668
BTC260116P00053000,13.9,20,M,12.13,35,B,A,2025-11-19T19:02:23.27448067Z,2026-01-16,53000,5.55,5.55,4.9,3.0,4.9,2025-10-27T04:00:00Z,6.0,5.341667,a,5.55,1.0,2025-10-27T14:25:37.495680773Z,A,5.55,5.55,5.55,1.0,5.55,2025-10-27T14:25:00Z,1.0,5.55,6.95,6.95,6.95,1.0,6.95,2025-10-20T04:00:00Z,5.0,6.95,,,,,,
BTC260320C00069000,0.78,226,A,0.03,18,U,A,2025-11-19T19:03:33.259133385Z,2026-03-20,69000,3.12,3.25,3.12,2.0,3.25,2025-10-03T04:00:00Z,5.0,3.172,g,3.12,3.0,2025-10-03T17:52:31.474796422Z,C,3.12,3.12,3.12,1.0,3.12,2025-10-03T17:52:00Z,3.0,3.12,,,,,,,,,0.5927,0.0762,0.0106,0.0086,-0.0082,0.0325
BTC280121C00080000,6.85,24,A,3.15,8,P,A,2025-11-19T19:02:07.750120648Z,2028-01-21,80000,5.7,5.71,5.7,3.0,5.71,2025-11-19T05:00:00Z,9.0,5.701111,I,5.7,1.0,2025-11-19T16:47:37.03631252Z,Q,5.7,5.7,5.7,2.0,5.7,2025-11-19T16:47:00Z,8.0,5.7,5.4,6.5,5.4,2.0,6.5,2025-11-17T05:00:00Z,31.0,6.145161,0.5419,0.3458,0.0117,0.1876,-0.0081,0.2144
BTC270115P00031000,5.02,20,U,1.82,19,A, ,2025-11-19T19:00:27.015711124Z,2027-01-15,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4973,-0.214,0.0138,-0.1371,-0.0062,0.1236
BTC260116C00055000,0.58,11,S,0.32,19,U, ,2025-11-19T19:03:06.913560631Z,2026-01-16,55000,0.4,0.4,0.35,20.0,0.4,2025-11-19T05:00:00Z,26.0,0.39,I,0.4,1.0,2025-11-19T17:40:54.632869987Z,X,0.4,0.4,0.37,6.0,0.37,2025-11-19T17:40:00Z,6.0,0.38,0.4,0.45,0.4,5.0,0.45,2025-11-18T05:00:00Z,22.0,0.405909,0.6042,0.1085,0.0196,0.0061,-0.0157,0.0293
BTC251219P00032000,0.73,25,M,0.0,0,?, ,2025-11-19T19:01:49.393852169Z,2025-12-19,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00064000,0.98,141,B,0.23,14,E,A,2025-11-19T19:03:49.203727537Z,2026-03-20,64000,0.57,0.57,0.57,1.0,0.57,2025-11-17T05:00:00Z,3.0,0.57,g,0.57,3.0,2025-11-17T20:30:16.144060425Z,C,0.57,0.57,0.57,1.0,0.57,2025-11-17T20:30:00Z,3.0,0.57,1.32,1.32,1.32,2.0,1.32,2025-11-04T05:00:00Z,3.0,1.32,0.5836,0.1084,0.014,0.0122,-0.0106,0.0423
BTC270115C00029000,18.26,25,A,13.98,22,E,A,2025-11-19T19:03:32.814935786Z,2027-01-15,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6567,0.801,0.01,0.1789,-0.0107,0.1184
BTC260116C00049000,1.27,318,X,0.12,1296,A,A,2025-11-19T19:02:38.206141703Z,2026-01-16,49000,0.8,0.8,0.8,1.0,0.8,2025-11-19T05:00:00Z,1.0,0.8,I,0.8,1.0,2025-11-19T17:38:50.248041904Z,C,0.8,0.8,0.8,1.0,0.8,2025-11-19T17:38:00Z,1.0,0.8,0.96,0.96,0.96,1.0,0.96,2025-11-18T05:00:00Z,1.0,0.96,0.5115,0.1756,0.0321,0.0099,-0.0186,0.0406
BTC251219C00046000,0.72,18,A,0.42,22,Z,A,2025-11-19T19:03:46.330226758Z,2025-12-19,46000,0.83,0.9,0.83,8.0,0.83,2025-11-18T05:00:00Z,16.0,0.8475,a,0.83,3.0,2025-11-18T20:56:59.402389076Z,I,0.83,0.83,0.83,1.0,0.83,2025-11-18T20:56:00Z,3.0,0.83,0.8,1.01,0.8,5.0,1.01,2025-11-17T05:00:00Z,16.0,0.868125,0.5379,0.1842,0.0438,0.0055,-0.0277,0.0301
BTC260116P00060000,21.04,12,E,18.95,28,Z, ,2025-11-19T19:00:27.013009923Z,2026-01-16,60000,11.5,11.5,11.5,1.0,11.5,2025-08-20T04:00:00Z,3.0,11.5,I,11.5,3.0,2025-08-20T15:46:10.342113625Z,I,11.5,11.5,11.5,1.0,11.5,2025-08-20T15:46:00Z,3.0,11.5,11.72,11.72,11.72,1.0,11.72,2025-08-19T04:00:00Z,3.0,11.72,,,,,,
BTC260116C00069000,0.77,378,X,0.0,0,?, ,2025-11-19T19:01:42.771845126Z,2026-01-16,69000,1.0,1.0,1.0,1.0,1.0,2025-09-29T04:00:00Z,6.0,1.0,I,1.02,6.0,2025-09-29T18:28:02.06726411Z,I,1.0,1.0,1.0,1.0,1.0,2025-09-29T18:28:00Z,6.0,1.0,,,,,,,,,,,,,,
BTC270115C00044000,9.82,30,A,6.84,22,U,A,2025-11-19T19:03:51.565829473Z,2027-01-15,44000,11.7,11.7,11.4,6.0,11.4,2025-11-06T05:00:00Z,6.0,11.5,I,11.7,1.0,2025-11-06T17:27:01.362646893Z,N,11.7,11.7,11.7,1.0,11.7,2025-11-06T17:27:00Z,1.0,11.7,,,,,,,,,0.5609,0.574,0.0165,0.1654,-0.0124,0.1663
BTC280121C00065000,9.71,8,E,5.06,12,A,A,2025-11-19T19:03:46.479678111Z,2028-01-21,65000,8.25,8.25,8.25,1.0,8.25,2025-11-17T05:00:00Z,4.0,8.25,a,8.25,4.0,2025-11-17T15:20:45.129368923Z,X,8.25,8.25,8.25,1.0,8.25,2025-11-17T15:20:00Z,4.0,8.25,10.5,10.5,10.5,1.0,10.5,2025-11-04T05:00:00Z,1.0,10.5,0.5587,0.4569,0.0122,0.2311,-0.0091,0.2306
BTC260320P00056000,17.66,23,U,15.08,69,E,A,2025-11-19T19:03:05.338296848Z,2026-03-20,56000,10.2,10.2,10.2,1.0,10.2,2025-08-05T04:00:00Z,1.0,10.2,I,10.28,1.0,2025-08-05T14:42:23.458168002Z,X,10.2,10.2,10.2,1.0,10.2,2025-08-05T14:42:00Z,1.0,10.2,,,,,,,,,0.4441,-0.8837,0.0194,-0.1698,-0.0028,0.0444
BTC270115C00068000,5.48,17,X,0.68,11,E, ,2025-11-19T19:02:48.40034226Z,2027-01-15,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5419,0.2828,0.0147,0.0933,-0.01,0.1434
BTC251121C00057000,0.93,510,A,0.0,0,?,A,2025-11-19T19:01:44.279849086Z,2025-11-21,57000,0.07,0.07,0.07,1.0,0.07,2025-11-13T05:00:00Z,4.0,0.07,I,0.07,4.0,2025-11-13T17:51:02.226301501Z,Z,0.07,0.07,0.07,1.0,0.07,2025-11-13T17:51:00Z,4.0,0.07,0.13,0.13,0.13,1.0,0.13,2025-11-11T05:00:00Z,1.0,0.13,,,,,,
BTC251121C00059000,0.28,23,U,0.0,0,?,A,2025-11-19T19:01:42.974743563Z,2025-11-21,59000,0.25,0.25,0.25,1.0,0.25,2025-11-19T05:00:00Z,1.0,0.25,g,0.25,1.0,2025-11-19T18:41:52.504118725Z,M,0.25,0.25,0.25,1.0,0.25,2025-11-19T18:41:00Z,1.0,0.25,0.07,0.08,0.07,3.0,0.08,2025-11-10T05:00:00Z,58.0,0.07931,,,,,,
BTC260618C00045000,5.63,360,X,4.26,94,A,A,2025-11-19T19:03:47.372231008Z,2026-06-18,45000,5.58,5.58,5.58,1.0,5.58,2025-11-17T05:00:00Z,20.0,5.58,a,5.58,20.0,2025-11-17T20:16:12.679384936Z,I,5.58,5.58,5.58,1.0,5.58,2025-11-17T20:16:00Z,20.0,5.58,7.16,7.16,7.16,1.0,7.16,2025-11-13T05:00:00Z,1.0,7.16,0.5582,0.4809,0.0238,0.0811,-0.0172,0.1195
BTC260116P00055000,15.82,15,E,14.66,35,B,A,2025-11-19T19:03:15.616949034Z,2026-01-16,55000,9.55,9.55,9.55,1.0,9.55,2025-11-11T05:00:00Z,1.0,9.55,g,9.55,1.0,2025-11-11T15:15:08.542991866Z,C,9.55,9.55,9.55,1.0,9.55,2025-11-11T15:15:00Z,1.0,9.55,7.8,8.0,7.8,3.0,8.0,2025-10-31T04:00:00Z,12.0,7.833333,0.3471,-0.989,0.0053,-0.0862,0.0044,0.0046
BTC270115C00072000,5.59,24,S,0.58,11,E,A,2025-11-19T19:03:36.05932286Z,2027-01-15,72000,7.08,7.08,7.08,1.0,7.08,2025-10-02T04:00:00Z,1.0,7.08,f,7.08,1.0,2025-10-02T13:38:04.241593885Z,I,7.08,7.08,7.08,1.0,7.08,2025-10-02T13:38:00Z,1.0,7.08,,,,,,,,,0.5739,0.2737,0.0137,0.0891,-0.0103,0.1412
BTC260618P00046000,10.38,135,B,8.65,381,C,A,2025-11-19T19:02:53.324889125Z,2026-06-18,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4984,-0.5635,0.0264,-0.1835,-0.0107,0.1181
